GEOID,NAME,variable,estimate,moe
13259,"Stewart County, Georgia",B19013_001,29732,7010
13261,"Sumter County, Georgia",B19013_001,36681,3354
13263,"Talbot County, Georgia",B19013_001,38549,6323
13265,"Taliaferro County, Georgia",B19013_001,37446,4353
13267,"Tattnall County, Georgia",B19013_001,40730,3369
13269,"Taylor County, Georgia",B19013_001,33832,3686
13271,"Telfair County, Georgia",B19013_001,32405,5929
13273,"Terrell County, Georgia",B19013_001,34768,5055
13275,"Thomas County, Georgia",B19013_001,43740,3427
13277,"Tift County, Georgia",B19013_001,45639,3008
13279,"Toombs County, Georgia",B19013_001,40175,3877
13281,"Towns County, Georgia",B19013_001,48219,2071
13283,"Treutlen County, Georgia",B19013_001,32241,5568
13285,"Troup County, Georgia",B19013_001,45649,2789
13287,"Turner County, Georgia",B19013_001,37039,7761
13289,"Twiggs County, Georgia",B19013_001,34879,4373
13291,"Union County, Georgia",B19013_001,50021,4384
13293,"Upson County, Georgia",B19013_001,37640,2814
13295,"Walker County, Georgia",B19013_001,46157,2202
13297,"Walton County, Georgia",B19013_001,61599,2604
13299,"Ware County, Georgia",B19013_001,36869,3251
13301,"Warren County, Georgia",B19013_001,37203,4111
13303,"Washington County, Georgia",B19013_001,38068,3712
13305,"Wayne County, Georgia",B19013_001,45483,2430
13307,"Webster County, Georgia",B19013_001,37297,8791
13309,"Wheeler County, Georgia",B19013_001,30192,4357
13311,"White County, Georgia",B19013_001,52493,5401
13313,"Whitfield County, Georgia",B19013_001,48623,1927
13315,"Wilcox County, Georgia",B19013_001,36964,4097
13317,"Wilkes County, Georgia",B19013_001,37838,5387
13319,"Wilkinson County, Georgia",B19013_001,38996,6630
13321,"Worth County, Georgia",B19013_001,45398,4820
15001,"Hawaii County, Hawaii",B19013_001,62409,2061
15003,"Honolulu County, Hawaii",B19013_001,85857,907
15005,"Kalawao County, Hawaii",B19013_001,69375,10338
15007,"Kauai County, Hawaii",B19013_001,83554,4362
15009,"Maui County, Hawaii",B19013_001,80948,3153
16001,"Ada County, Idaho",B19013_001,66293,1189
16003,"Adams County, Idaho",B19013_001,48856,3519
16005,"Bannock County, Idaho",B19013_001,51734,2442
16007,"Bear Lake County, Idaho",B19013_001,54167,5296
16009,"Benewah County, Idaho",B19013_001,47556,3203
16011,"Bingham County, Idaho",B19013_001,55472,2418
16013,"Blaine County, Idaho",B19013_001,56694,9176
16015,"Boise County, Idaho",B19013_001,59646,7806
16017,"Bonner County, Idaho",B19013_001,50256,3474
16019,"Bonneville County, Idaho",B19013_001,60615,1924
16021,"Boundary County, Idaho",B19013_001,43423,5819
16023,"Butte County, Idaho",B19013_001,42132,8709
16025,"Camas County, Idaho",B19013_001,39688,7697
16027,"Canyon County, Idaho",B19013_001,52134,1106
16029,"Caribou County, Idaho",B19013_001,59053,5826
16031,"Cassia County, Idaho",B19013_001,52935,2078
16033,"Clark County, Idaho",B19013_001,46154,13380
16035,"Clearwater County, Idaho",B19013_001,43915,3852
16037,"Custer County, Idaho",B19013_001,40875,7107
16039,"Elmore County, Idaho",B19013_001,46855,1859
16041,"Franklin County, Idaho",B19013_001,57215,4826
16043,"Fremont County, Idaho",B19013_001,58065,7403
16045,"Gem County, Idaho",B19013_001,45492,5612
16047,"Gooding County, Idaho",B19013_001,47204,5890
16049,"Idaho County, Idaho",B19013_001,41516,3498
16051,"Jefferson County, Idaho",B19013_001,63048,2472
16053,"Jerome County, Idaho",B19013_001,52921,1963
16055,"Kootenai County, Idaho",B19013_001,57242,1581
16057,"Latah County, Idaho",B19013_001,49158,2621
16059,"Lemhi County, Idaho",B19013_001,39324,3340
16061,"Lewis County, Idaho",B19013_001,41198,2716
16063,"Lincoln County, Idaho",B19013_001,50053,3151
16065,"Madison County, Idaho",B19013_001,39160,3406
16067,"Minidoka County, Idaho",B19013_001,53370,3516
16069,"Nez Perce County, Idaho",B19013_001,58107,2995
16071,"Oneida County, Idaho",B19013_001,53841,7349
16073,"Owyhee County, Idaho",B19013_001,43798,3936
16075,"Payette County, Idaho",B19013_001,50579,3801
16077,"Power County, Idaho",B19013_001,48823,6145
16079,"Shoshone County, Idaho",B19013_001,39386,2551
16081,"Teton County, Idaho",B19013_001,74216,3576
16083,"Twin Falls County, Idaho",B19013_001,52919,1911
16085,"Valley County, Idaho",B19013_001,64475,10362
16087,"Washington County, Idaho",B19013_001,40992,4353
17001,"Adams County, Illinois",B19013_001,52993,1748
17003,"Alexander County, Illinois",B19013_001,36806,3915
17005,"Bond County, Illinois",B19013_001,57289,5314
17007,"Boone County, Illinois",B19013_001,69272,3056
17009,"Brown County, Illinois",B19013_001,61655,2135
17011,"Bureau County, Illinois",B19013_001,57436,2381
17013,"Calhoun County, Illinois",B19013_001,63009,6848
17015,"Carroll County, Illinois",B19013_001,52410,3149
17017,"Cass County, Illinois",B19013_001,52373,2835
17019,"Champaign County, Illinois",B19013_001,52797,1094
17021,"Christian County, Illinois",B19013_001,52834,1881
17023,"Clark County, Illinois",B19013_001,56531,3145
17025,"Clay County, Illinois",B19013_001,48500,2003
17027,"Clinton County, Illinois",B19013_001,66639,2799
17029,"Coles County, Illinois",B19013_001,46202,2982
17031,"Cook County, Illinois",B19013_001,64660,348
17033,"Crawford County, Illinois",B19013_001,49779,2539
17035,"Cumberland County, Illinois",B19013_001,56206,6314
17037,"DeKalb County, Illinois",B19013_001,63317,1940
17039,"De Witt County, Illinois",B19013_001,55587,3818
17041,"Douglas County, Illinois",B19013_001,56714,2861
17043,"DuPage County, Illinois",B19013_001,92809,1225
17045,"Edgar County, Illinois",B19013_001,53647,4003
17047,"Edwards County, Illinois",B19013_001,51080,2986
17049,"Effingham County, Illinois",B19013_001,56685,2748
17051,"Fayette County, Illinois",B19013_001,46650,2696
17053,"Ford County, Illinois",B19013_001,52092,2750
17055,"Franklin County, Illinois",B19013_001,42769,1651
17057,"Fulton County, Illinois",B19013_001,51643,1790
17059,"Gallatin County, Illinois",B19013_001,44076,3494
17061,"Greene County, Illinois",B19013_001,49885,2846
17063,"Grundy County, Illinois",B19013_001,77350,2995
17065,"Hamilton County, Illinois",B19013_001,54046,2811
17067,"Hancock County, Illinois",B19013_001,52561,1921
17069,"Hardin County, Illinois",B19013_001,51250,7769
17071,"Henderson County, Illinois",B19013_001,53676,2371
17073,"Henry County, Illinois",B19013_001,59933,2231
17075,"Iroquois County, Illinois",B19013_001,52700,2607
17077,"Jackson County, Illinois",B19013_001,37241,1961
17079,"Jasper County, Illinois",B19013_001,54256,4372
17081,"Jefferson County, Illinois",B19013_001,49896,2257
17083,"Jersey County, Illinois",B19013_001,63028,4318
17085,"Jo Daviess County, Illinois",B19013_001,57946,1889
17087,"Johnson County, Illinois",B19013_001,52774,3215
17089,"Kane County, Illinois",B19013_001,79394,1354
17091,"Kankakee County, Illinois",B19013_001,58902,1656
17093,"Kendall County, Illinois",B19013_001,96563,4721
17095,"Knox County, Illinois",B19013_001,44129,2263
17097,"Lake County, Illinois",B19013_001,89427,1284
17099,"LaSalle County, Illinois",B19013_001,58142,1645
17101,"Lawrence County, Illinois",B19013_001,46636,4679
17103,"Lee County, Illinois",B19013_001,58194,3391
17105,"Livingston County, Illinois",B19013_001,55160,3265
17107,"Logan County, Illinois",B19013_001,57308,2900
17109,"McDonough County, Illinois",B19013_001,44471,2569
17111,"McHenry County, Illinois",B19013_001,86799,1690
17113,"McLean County, Illinois",B19013_001,67675,1712
17115,"Macon County, Illinois",B19013_001,50480,1549
17117,"Macoupin County, Illinois",B19013_001,55159,3176
17119,"Madison County, Illinois",B19013_001,60738,1285
17121,"Marion County, Illinois",B19013_001,47519,1613
17123,"Marshall County, Illinois",B19013_001,58465,2521
17125,"Mason County, Illinois",B19013_001,48417,3322
17127,"Massac County, Illinois",B19013_001,47481,3493
17129,"Menard County, Illinois",B19013_001,74684,4853
17131,"Mercer County, Illinois",B19013_001,59787,2490
17133,"Monroe County, Illinois",B19013_001,85747,4533
17135,"Montgomery County, Illinois",B19013_001,52748,2729
17137,"Morgan County, Illinois",B19013_001,51437,3071
17139,"Moultrie County, Illinois",B19013_001,61456,4262
17141,"Ogle County, Illinois",B19013_001,60986,1651
17143,"Peoria County, Illinois",B19013_001,55842,1432
17145,"Perry County, Illinois",B19013_001,52428,3575
17147,"Piatt County, Illinois",B19013_001,70849,3295
17149,"Pike County, Illinois",B19013_001,47492,2904
17151,"Pope County, Illinois",B19013_001,38056,7056
17153,"Pulaski County, Illinois",B19013_001,34640,2825
17155,"Putnam County, Illinois",B19013_001,63638,3673
17157,"Randolph County, Illinois",B19013_001,53816,1966
17159,"Richland County, Illinois",B19013_001,48894,2692
17161,"Rock Island County, Illinois",B19013_001,54858,1256
17163,"St. Clair County, Illinois",B19013_001,55179,1368
17165,"Saline County, Illinois",B19013_001,44090,2721
17167,"Sangamon County, Illinois",B19013_001,61912,952
17169,"Schuyler County, Illinois",B19013_001,52357,6097
17171,"Scott County, Illinois",B19013_001,57118,4231
17173,"Shelby County, Illinois",B19013_001,52953,2732
17175,"Stark County, Illinois",B19013_001,54907,4407
17177,"Stephenson County, Illinois",B19013_001,48805,1430
17179,"Tazewell County, Illinois",B19013_001,63454,1421
17181,"Union County, Illinois",B19013_001,50625,2496
17183,"Vermilion County, Illinois",B19013_001,46515,1848
17185,"Wabash County, Illinois",B19013_001,50770,5162
17187,"Warren County, Illinois",B19013_001,50310,1954
17189,"Washington County, Illinois",B19013_001,61763,3230
17191,"Wayne County, Illinois",B19013_001,50251,2728
17193,"White County, Illinois",B19013_001,49290,3508
17195,"Whiteside County, Illinois",B19013_001,54232,1984
17197,"Will County, Illinois",B19013_001,86961,1079
17199,"Williamson County, Illinois",B19013_001,50734,1701
17201,"Winnebago County, Illinois",B19013_001,54489,845
17203,"Woodford County, Illinois",B19013_001,72808,2705
18001,"Adams County, Indiana",B19013_001,52504,3269
18003,"Allen County, Indiana",B19013_001,54857,704
18005,"Bartholomew County, Indiana",B19013_001,63431,2198
18007,"Benton County, Indiana",B19013_001,49488,3535
18009,"Blackford County, Indiana",B19013_001,43505,3009
18011,"Boone County, Indiana",B19013_001,83077,2844
18013,"Brown County, Indiana",B19013_001,61030,6672
18015,"Carroll County, Indiana",B19013_001,54806,3837
18017,"Cass County, Indiana",B19013_001,49415,1923
18019,"Clark County, Indiana",B19013_001,55630,1397
18021,"Clay County, Indiana",B19013_001,55637,3228
18023,"Clinton County, Indiana",B19013_001,54286,2115
18025,"Crawford County, Indiana",B19013_001,41662,3978
18027,"Daviess County, Indiana",B19013_001,53629,1890
18029,"Dearborn County, Indiana",B19013_001,68658,3434
18031,"Decatur County, Indiana",B19013_001,57949,3008
18033,"DeKalb County, Indiana",B19013_001,56421,2714
18035,"Delaware County, Indiana",B19013_001,43512,1664
18037,"Dubois County, Indiana",B19013_001,60666,2720
18039,"Elkhart County, Indiana",B19013_001,57021,1449
18041,"Fayette County, Indiana",B19013_001,46175,2303
18043,"Floyd County, Indiana",B19013_001,64468,1671
18045,"Fountain County, Indiana",B19013_001,52874,2622
18047,"Franklin County, Indiana",B19013_001,62462,3618
18049,"Fulton County, Indiana",B19013_001,52034,3260
18051,"Gibson County, Indiana",B19013_001,55462,2825
18053,"Grant County, Indiana",B19013_001,44356,1770
18055,"Greene County, Indiana",B19013_001,51613,1873
18057,"Hamilton County, Indiana",B19013_001,98173,2249
18059,"Hancock County, Indiana",B19013_001,74072,2180
18061,"Harrison County, Indiana",B19013_001,57712,4159
18063,"Hendricks County, Indiana",B19013_001,81933,1467
18065,"Henry County, Indiana",B19013_001,49832,1987
18067,"Howard County, Indiana",B19013_001,52373,1737
18069,"Huntington County, Indiana",B19013_001,53632,1739
18071,"Jackson County, Indiana",B19013_001,51250,3199
18073,"Jasper County, Indiana",B19013_001,63892,2848
18075,"Jay County, Indiana",B19013_001,47658,2867
18077,"Jefferson County, Indiana",B19013_001,52718,3034
18079,"Jennings County, Indiana",B19013_001,54191,4117
18081,"Johnson County, Indiana",B19013_001,72440,2013
18083,"Knox County, Indiana",B19013_001,47380,3163
18085,"Kosciusko County, Indiana",B19013_001,61366,2385
18087,"LaGrange County, Indiana",B19013_001,64498,2312
18089,"Lake County, Indiana",B19013_001,56128,837
18091,"LaPorte County, Indiana",B19013_001,53658,1738
18093,"Lawrence County, Indiana",B19013_001,53610,2810
18095,"Madison County, Indiana",B19013_001,49522,1485
18097,"Marion County, Indiana",B19013_001,48316,813
18099,"Marshall County, Indiana",B19013_001,52658,1848
18101,"Martin County, Indiana",B19013_001,52726,4201
18103,"Miami County, Indiana",B19013_001,50657,2212
18105,"Monroe County, Indiana",B19013_001,49839,1514
18107,"Montgomery County, Indiana",B19013_001,55522,1895
18109,"Morgan County, Indiana",B19013_001,64335,1643
18111,"Newton County, Indiana",B19013_001,55356,3907
18113,"Noble County, Indiana",B19013_001,56789,2386
18115,"Ohio County, Indiana",B19013_001,60128,5854
18117,"Orange County, Indiana",B19013_001,47917,3801
18119,"Owen County, Indiana",B19013_001,49543,4296
18121,"Parke County, Indiana",B19013_001,52618,3992
18123,"Perry County, Indiana",B19013_001,52348,3637
18125,"Pike County, Indiana",B19013_001,50194,4281
18127,"Porter County, Indiana",B19013_001,71152,1412
18129,"Posey County, Indiana",B19013_001,64196,2671
18131,"Pulaski County, Indiana",B19013_001,49580,2932
18133,"Putnam County, Indiana",B19013_001,61047,2177
18135,"Randolph County, Indiana",B19013_001,48036,1892
18137,"Ripley County, Indiana",B19013_001,56332,1768
18139,"Rush County, Indiana",B19013_001,54346,2989
18141,"St. Joseph County, Indiana",B19013_001,52769,1254
18143,"Scott County, Indiana",B19013_001,48700,3777
18145,"Shelby County, Indiana",B19013_001,60404,3432
18147,"Spencer County, Indiana",B19013_001,57305,2371
18149,"Starke County, Indiana",B19013_001,51190,2338
18151,"Steuben County, Indiana",B19013_001,58279,2292
18153,"Sullivan County, Indiana",B19013_001,50245,3719
18155,"Switzerland County, Indiana",B19013_001,49383,4521
18157,"Tippecanoe County, Indiana",B19013_001,53130,1319
18159,"Tipton County, Indiana",B19013_001,58118,5388
18161,"Union County, Indiana",B19013_001,50375,2813
18163,"Vanderburgh County, Indiana",B19013_001,49708,1413
18165,"Vermillion County, Indiana",B19013_001,50243,3051
18167,"Vigo County, Indiana",B19013_001,45230,1685
18169,"Wabash County, Indiana",B19013_001,54259,2538
18171,"Warren County, Indiana",B19013_001,60553,7107
18173,"Warrick County, Indiana",B19013_001,73482,2865
18175,"Washington County, Indiana",B19013_001,47983,3204
18177,"Wayne County, Indiana",B19013_001,46516,1828
18179,"Wells County, Indiana",B19013_001,59237,3628
18181,"White County, Indiana",B19013_001,54576,4105
18183,"Whitley County, Indiana",B19013_001,61741,2240
19001,"Adair County, Iowa",B19013_001,53363,3262
19003,"Adams County, Iowa",B19013_001,49255,4672
19005,"Allamakee County, Iowa",B19013_001,52216,3646
19007,"Appanoose County, Iowa",B19013_001,40167,2990
19009,"Audubon County, Iowa",B19013_001,52055,4085
19011,"Benton County, Iowa",B19013_001,67729,3449
19013,"Black Hawk County, Iowa",B19013_001,53539,1157
19015,"Boone County, Iowa",B19013_001,64000,2791
19017,"Bremer County, Iowa",B19013_001,70395,3362
19019,"Buchanan County, Iowa",B19013_001,64837,2975
19021,"Buena Vista County, Iowa",B19013_001,57125,2309
19023,"Butler County, Iowa",B19013_001,57115,1634
19025,"Calhoun County, Iowa",B19013_001,52323,3140
19027,"Carroll County, Iowa",B19013_001,59212,2944
19029,"Cass County, Iowa",B19013_001,50187,4971
19031,"Cedar County, Iowa",B19013_001,67795,3340
19033,"Cerro Gordo County, Iowa",B19013_001,53963,1966
19035,"Cherokee County, Iowa",B19013_001,56550,4568
19037,"Chickasaw County, Iowa",B19013_001,60034,7024
19039,"Clarke County, Iowa",B19013_001,54427,3367
19041,"Clay County, Iowa",B19013_001,50521,4036
19043,"Clayton County, Iowa",B19013_001,53152,2628
19045,"Clinton County, Iowa",B19013_001,51688,2798
19047,"Crawford County, Iowa",B19013_001,55755,4605
19049,"Dallas County, Iowa",B19013_001,88479,3234
19051,"Davis County, Iowa",B19013_001,63404,7332
19053,"Decatur County, Iowa",B19013_001,44462,2903
19055,"Delaware County, Iowa",B19013_001,63750,4121
19057,"Des Moines County, Iowa",B19013_001,51267,1559
19059,"Dickinson County, Iowa",B19013_001,59969,4159
19061,"Dubuque County, Iowa",B19013_001,63031,1310
19063,"Emmet County, Iowa",B19013_001,51563,5361
19065,"Fayette County, Iowa",B19013_001,51128,2241
19067,"Floyd County, Iowa",B19013_001,50406,2688
19069,"Franklin County, Iowa",B19013_001,56419,3291
19071,"Fremont County, Iowa",B19013_001,56750,4277
19073,"Greene County, Iowa",B19013_001,53050,5404
19075,"Grundy County, Iowa",B19013_001,68038,3966
19077,"Guthrie County, Iowa",B19013_001,61161,2175
19079,"Hamilton County, Iowa",B19013_001,60910,3737
19081,"Hancock County, Iowa",B19013_001,61761,2156
19083,"Hardin County, Iowa",B19013_001,54196,1406
19085,"Harrison County, Iowa",B19013_001,63854,1897
19087,"Henry County, Iowa",B19013_001,53501,2024
19089,"Howard County, Iowa",B19013_001,55060,2985
19091,"Humboldt County, Iowa",B19013_001,54575,2456
19093,"Ida County, Iowa",B19013_001,58427,3425
19095,"Iowa County, Iowa",B19013_001,61443,4740
19097,"Jackson County, Iowa",B19013_001,55967,3583
19099,"Jasper County, Iowa",B19013_001,58952,2879
19101,"Jefferson County, Iowa",B19013_001,47708,5691
19103,"Johnson County, Iowa",B19013_001,62542,1520
19105,"Jones County, Iowa",B19013_001,57549,5448
19107,"Keokuk County, Iowa",B19013_001,52881,2988
19109,"Kossuth County, Iowa",B19013_001,56073,1717
19111,"Lee County, Iowa",B19013_001,49564,2446
19113,"Linn County, Iowa",B19013_001,64903,1373
19115,"Louisa County, Iowa",B19013_001,56673,4595
19117,"Lucas County, Iowa",B19013_001,55205,6030
19119,"Lyon County, Iowa",B19013_001,64982,3295
19121,"Madison County, Iowa",B19013_001,66316,5435
19123,"Mahaska County, Iowa",B19013_001,54825,3109
19125,"Marion County, Iowa",B19013_001,61038,2812
19127,"Marshall County, Iowa",B19013_001,56437,2505
19129,"Mills County, Iowa",B19013_001,72079,3983
19131,"Mitchell County, Iowa",B19013_001,58302,3349
19133,"Monona County, Iowa",B19013_001,47605,2995
19135,"Monroe County, Iowa",B19013_001,58269,7638
19137,"Montgomery County, Iowa",B19013_001,51696,3040
19139,"Muscatine County, Iowa",B19013_001,58453,2650
19141,"O'Brien County, Iowa",B19013_001,53703,2893
19143,"Osceola County, Iowa",B19013_001,59725,4552
19145,"Page County, Iowa",B19013_001,51867,2721
19147,"Palo Alto County, Iowa",B19013_001,52932,2550
19149,"Plymouth County, Iowa",B19013_001,67297,3025
19151,"Pocahontas County, Iowa",B19013_001,52448,3387
19153,"Polk County, Iowa",B19013_001,67637,1228
19155,"Pottawattamie County, Iowa",B19013_001,60065,1577
19157,"Poweshiek County, Iowa",B19013_001,53852,3077
19159,"Ringgold County, Iowa",B19013_001,55271,4926
19161,"Sac County, Iowa",B19013_001,58232,2084
19163,"Scott County, Iowa",B19013_001,61183,1706
19165,"Shelby County, Iowa",B19013_001,58000,6105
19167,"Sioux County, Iowa",B19013_001,69844,2454
19169,"Story County, Iowa",B19013_001,56756,2379
19171,"Tama County, Iowa",B19013_001,56037,2604
19173,"Taylor County, Iowa",B19013_001,50431,2804
19175,"Union County, Iowa",B19013_001,49900,3595
19177,"Van Buren County, Iowa",B19013_001,48591,2302
19179,"Wapello County, Iowa",B19013_001,46246,2274
19181,"Warren County, Iowa",B19013_001,77048,2732
19183,"Washington County, Iowa",B19013_001,62556,2417
19185,"Wayne County, Iowa",B19013_001,44768,3563
19187,"Webster County, Iowa",B19013_001,47466,3472
19189,"Winnebago County, Iowa",B19013_001,49870,2530
19191,"Winneshiek County, Iowa",B19013_001,65263,1819
19193,"Woodbury County, Iowa",B19013_001,59224,1638
19195,"Worth County, Iowa",B19013_001,57130,4064
19197,"Wright County, Iowa",B19013_001,53333,3030
20001,"Allen County, Kansas",B19013_001,45333,4574
20003,"Anderson County, Kansas",B19013_001,50213,7491
20005,"Atchison County, Kansas",B19013_001,50439,5066
20007,"Barber County, Kansas",B19013_001,50174,5636
20009,"Barton County, Kansas",B19013_001,49723,2884
20011,"Bourbon County, Kansas",B19013_001,43917,1671
20013,"Brown County, Kansas",B19013_001,48333,2683
20015,"Butler County, Kansas",B19013_001,64782,2220
20017,"Chase County, Kansas",B19013_001,45353,3024
20019,"Chautauqua County, Kansas",B19013_001,40298,3557
20021,"Cherokee County, Kansas",B19013_001,43175,3105
20023,"Cheyenne County, Kansas",B19013_001,47639,6151
20025,"Clark County, Kansas",B19013_001,53348,5728
20027,"Clay County, Kansas",B19013_001,53929,8007
20029,"Cloud County, Kansas",B19013_001,45373,3246
20031,"Coffey County, Kansas",B19013_001,59583,4169
20033,"Comanche County, Kansas",B19013_001,54821,8956
20035,"Cowley County, Kansas",B19013_001,50102,2779
20037,"Crawford County, Kansas",B19013_001,41004,2260
20039,"Decatur County, Kansas",B19013_001,48125,5615
20041,"Dickinson County, Kansas",B19013_001,49991,3791
20043,"Doniphan County, Kansas",B19013_001,49703,4188
20045,"Douglas County, Kansas",B19013_001,59435,2683
20047,"Edwards County, Kansas",B19013_001,50902,2789
20049,"Elk County, Kansas",B19013_001,38750,4149
20051,"Ellis County, Kansas",B19013_001,52883,4253
20053,"Ellsworth County, Kansas",B19013_001,54902,5304
20055,"Finney County, Kansas",B19013_001,60798,4902
20057,"Ford County, Kansas",B19013_001,51711,2909
20059,"Franklin County, Kansas",B19013_001,56582,3044
20061,"Geary County, Kansas",B19013_001,53133,3035
20063,"Gove County, Kansas",B19013_001,48317,6618
20065,"Graham County, Kansas",B19013_001,46375,4597
20067,"Grant County, Kansas",B19013_001,53413,8952
20069,"Gray County, Kansas",B19013_001,64930,3363
20071,"Greeley County, Kansas",B19013_001,54112,3349
20073,"Greenwood County, Kansas",B19013_001,41982,3275
20075,"Hamilton County, Kansas",B19013_001,46944,7776
20077,"Harper County, Kansas",B19013_001,49865,2945
20079,"Harvey County, Kansas",B19013_001,57982,2101
20081,"Haskell County, Kansas",B19013_001,55064,4718
20083,"Hodgeman County, Kansas",B19013_001,61211,5331
20085,"Jackson County, Kansas",B19013_001,57914,2619
20087,"Jefferson County, Kansas",B19013_001,64864,4161
20089,"Jewell County, Kansas",B19013_001,40676,3686
20091,"Johnson County, Kansas",B19013_001,89087,998
20093,"Kearny County, Kansas",B19013_001,52599,10953
20095,"Kingman County, Kansas",B19013_001,60469,4333
20097,"Kiowa County, Kansas",B19013_001,53274,4282
20099,"Labette County, Kansas",B19013_001,47643,2802
20101,"Lane County, Kansas",B19013_001,52125,11836
20103,"Leavenworth County, Kansas",B19013_001,73013,1924
20105,"Lincoln County, Kansas",B19013_001,45076,4548
20107,"Linn County, Kansas",B19013_001,48778,5724
20109,"Logan County, Kansas",B19013_001,51740,2956
20111,"Lyon County, Kansas",B19013_001,46338,2947
20113,"McPherson County, Kansas",B19013_001,59089,3865
20115,"Marion County, Kansas",B19013_001,52123,3222
20117,"Marshall County, Kansas",B19013_001,51895,1946
20119,"Meade County, Kansas",B19013_001,59316,5364
20121,"Miami County, Kansas",B19013_001,71995,2762
20123,"Mitchell County, Kansas",B19013_001,46203,3054
20125,"Montgomery County, Kansas",B19013_001,45157,2834
20127,"Morris County, Kansas",B19013_001,55658,6747
20129,"Morton County, Kansas",B19013_001,47750,7802
20131,"Nemaha County, Kansas",B19013_001,63216,3169
20133,"Neosho County, Kansas",B19013_001,46291,2607
20135,"Ness County, Kansas",B19013_001,56492,4610
20137,"Norton County, Kansas",B19013_001,49038,6902
20139,"Osage County, Kansas",B19013_001,54090,3449
20141,"Osborne County, Kansas",B19013_001,51286,5669
20143,"Ottawa County, Kansas",B19013_001,54784,4009
20145,"Pawnee County, Kansas",B19013_001,49917,7384
20147,"Phillips County, Kansas",B19013_001,50093,1778
20149,"Pottawatomie County, Kansas",B19013_001,66835,5746
20151,"Pratt County, Kansas",B19013_001,52327,3804
20153,"Rawlins County, Kansas",B19013_001,53207,5460
20155,"Reno County, Kansas",B19013_001,49936,1432
20157,"Republic County, Kansas",B19013_001,47976,3573
20159,"Rice County, Kansas",B19013_001,53012,5737
20161,"Riley County, Kansas",B19013_001,51208,2475
20163,"Rooks County, Kansas",B19013_001,49415,3313
20165,"Rush County, Kansas",B19013_001,47981,8624
20167,"Russell County, Kansas",B19013_001,44792,9481
20169,"Saline County, Kansas",B19013_001,52200,1534
20171,"Scott County, Kansas",B19013_001,65417,14312
20173,"Sedgwick County, Kansas",B19013_001,56524,809
20175,"Seward County, Kansas",B19013_001,49291,3984
20177,"Shawnee County, Kansas",B19013_001,56762,1577
20179,"Sheridan County, Kansas",B19013_001,62885,11634
20181,"Sherman County, Kansas",B19013_001,54754,2686
20183,"Smith County, Kansas",B19013_001,43429,4967
20185,"Stafford County, Kansas",B19013_001,49375,5250
20187,"Stanton County, Kansas",B19013_001,52054,7232
20189,"Stevens County, Kansas",B19013_001,57806,10794
20191,"Sumner County, Kansas",B19013_001,55000,4888
20193,"Thomas County, Kansas",B19013_001,60124,5288
20195,"Trego County, Kansas",B19013_001,57966,6621
20197,"Wabaunsee County, Kansas",B19013_001,61178,3872
20199,"Wallace County, Kansas",B19013_001,63269,10491
20201,"Washington County, Kansas",B19013_001,50588,2822
20203,"Wichita County, Kansas",B19013_001,57978,7215
20205,"Wilson County, Kansas",B19013_001,48341,3721
20207,"Woodson County, Kansas",B19013_001,39643,5383
20209,"Wyandotte County, Kansas",B19013_001,46881,952
21001,"Adair County, Kentucky",B19013_001,38021,3063
21003,"Allen County, Kentucky",B19013_001,44036,3319
21005,"Anderson County, Kentucky",B19013_001,55334,4196
21007,"Ballard County, Kentucky",B19013_001,45048,5463
21009,"Barren County, Kentucky",B19013_001,41459,1893
21011,"Bath County, Kentucky",B19013_001,44898,4975
21013,"Bell County, Kentucky",B19013_001,26272,1591
21015,"Boone County, Kentucky",B19013_001,78327,2315
21017,"Bourbon County, Kentucky",B19013_001,49637,5146
21019,"Boyd County, Kentucky",B19013_001,48308,2700
21021,"Boyle County, Kentucky",B19013_001,46382,2796
21023,"Bracken County, Kentucky",B19013_001,49158,5152
21025,"Breathitt County, Kentucky",B19013_001,27344,2327
21027,"Breckinridge County, Kentucky",B19013_001,47190,3970
21029,"Bullitt County, Kentucky",B19013_001,63348,2281
21031,"Butler County, Kentucky",B19013_001,41763,4705
21033,"Caldwell County, Kentucky",B19013_001,44775,5139
21035,"Calloway County, Kentucky",B19013_001,42273,2371
21037,"Campbell County, Kentucky",B19013_001,63050,1923
21039,"Carlisle County, Kentucky",B19013_001,45109,5776
21041,"Carroll County, Kentucky",B19013_001,43524,5315
21043,"Carter County, Kentucky",B19013_001,34736,2516
21045,"Casey County, Kentucky",B19013_001,34819,2405
21047,"Christian County, Kentucky",B19013_001,43919,1942
21049,"Clark County, Kentucky",B19013_001,54953,2893
21051,"Clay County, Kentucky",B19013_001,26840,2776
21053,"Clinton County, Kentucky",B19013_001,32184,3523
21055,"Crittenden County, Kentucky",B19013_001,45244,3641
21057,"Cumberland County, Kentucky",B19013_001,35344,3734
21059,"Daviess County, Kentucky",B19013_001,51673,1484
21061,"Edmonson County, Kentucky",B19013_001,43401,5840
21063,"Elliott County, Kentucky",B19013_001,32306,6356
21065,"Estill County, Kentucky",B19013_001,31688,3138
21067,"Fayette County, Kentucky",B19013_001,57291,1252
21069,"Fleming County, Kentucky",B19013_001,44612,3476
21071,"Floyd County, Kentucky",B19013_001,32730,2822
21073,"Franklin County, Kentucky",B19013_001,56274,2228
21075,"Fulton County, Kentucky",B19013_001,30114,4706
