GEOID,NAME,variable,estimate,moe
29089,"Howard County, Missouri",B19013_001,52700,2802
29091,"Howell County, Missouri",B19013_001,38357,2332
29093,"Iron County, Missouri",B19013_001,37435,2781
29095,"Jackson County, Missouri",B19013_001,55134,700
29097,"Jasper County, Missouri",B19013_001,48357,1469
29099,"Jefferson County, Missouri",B19013_001,65454,1201
29101,"Johnson County, Missouri",B19013_001,55273,2557
29103,"Knox County, Missouri",B19013_001,40000,3731
29105,"Laclede County, Missouri",B19013_001,47257,3252
29107,"Lafayette County, Missouri",B19013_001,58766,4214
29109,"Lawrence County, Missouri",B19013_001,44742,1234
29111,"Lewis County, Missouri",B19013_001,45988,3619
29113,"Lincoln County, Missouri",B19013_001,64196,3561
29115,"Linn County, Missouri",B19013_001,45930,2271
29117,"Livingston County, Missouri",B19013_001,46992,2671
29119,"McDonald County, Missouri",B19013_001,41643,2133
29121,"Macon County, Missouri",B19013_001,42746,2491
29123,"Madison County, Missouri",B19013_001,43636,4767
29125,"Maries County, Missouri",B19013_001,47569,5163
29127,"Marion County, Missouri",B19013_001,48784,2945
29129,"Mercer County, Missouri",B19013_001,47298,5423
29131,"Miller County, Missouri",B19013_001,47171,3352
29133,"Mississippi County, Missouri",B19013_001,35357,3383
29135,"Moniteau County, Missouri",B19013_001,58010,3550
29137,"Monroe County, Missouri",B19013_001,43966,2256
29139,"Montgomery County, Missouri",B19013_001,46757,3599
29141,"Morgan County, Missouri",B19013_001,39003,4193
29143,"New Madrid County, Missouri",B19013_001,38679,2253
29145,"Newton County, Missouri",B19013_001,50813,2477
29147,"Nodaway County, Missouri",B19013_001,44232,1652
29149,"Oregon County, Missouri",B19013_001,33601,3283
29151,"Osage County, Missouri",B19013_001,61687,3221
29153,"Ozark County, Missouri",B19013_001,31947,2096
29155,"Pemiscot County, Missouri",B19013_001,33859,3356
29157,"Perry County, Missouri",B19013_001,55863,2477
29159,"Pettis County, Missouri",B19013_001,46157,1542
29161,"Phelps County, Missouri",B19013_001,44154,2257
29163,"Pike County, Missouri",B19013_001,46385,2614
29165,"Platte County, Missouri",B19013_001,80393,2772
29167,"Polk County, Missouri",B19013_001,45660,2941
29169,"Pulaski County, Missouri",B19013_001,53492,4124
29171,"Putnam County, Missouri",B19013_001,42849,4135
29173,"Ralls County, Missouri",B19013_001,55377,5747
29175,"Randolph County, Missouri",B19013_001,47740,2638
29177,"Ray County, Missouri",B19013_001,61957,4099
29179,"Reynolds County, Missouri",B19013_001,40324,3998
29181,"Ripley County, Missouri",B19013_001,34971,4281
29183,"St. Charles County, Missouri",B19013_001,84978,1195
29185,"St. Clair County, Missouri",B19013_001,38870,2050
29186,"Ste. Genevieve County, Missouri",B19013_001,60129,8999
29187,"St. Francois County, Missouri",B19013_001,46466,2695
29189,"St. Louis County, Missouri",B19013_001,67420,683
29195,"Saline County, Missouri",B19013_001,44720,3087
29197,"Schuyler County, Missouri",B19013_001,42694,3220
29199,"Scotland County, Missouri",B19013_001,50085,6781
29201,"Scott County, Missouri",B19013_001,44139,2963
29203,"Shannon County, Missouri",B19013_001,34265,2369
29205,"Shelby County, Missouri",B19013_001,44083,2786
29207,"Stoddard County, Missouri",B19013_001,41062,2403
29209,"Stone County, Missouri",B19013_001,49656,2461
29211,"Sullivan County, Missouri",B19013_001,46481,6256
29213,"Taney County, Missouri",B19013_001,46031,2826
29215,"Texas County, Missouri",B19013_001,35067,3597
29217,"Vernon County, Missouri",B19013_001,43276,2200
29219,"Warren County, Missouri",B19013_001,60125,3346
29221,"Washington County, Missouri",B19013_001,41483,2450
29223,"Wayne County, Missouri",B19013_001,34316,2617
29225,"Webster County, Missouri",B19013_001,50560,2412
29227,"Worth County, Missouri",B19013_001,53580,5869
29229,"Wright County, Missouri",B19013_001,34776,2263
29510,"St. Louis city, Missouri",B19013_001,43896,1098
30001,"Beaverhead County, Montana",B19013_001,43201,4682
30003,"Big Horn County, Montana",B19013_001,49859,5239
30005,"Blaine County, Montana",B19013_001,41279,2887
30007,"Broadwater County, Montana",B19013_001,60594,5117
30009,"Carbon County, Montana",B19013_001,58707,4269
30011,"Carter County, Montana",B19013_001,48000,12523
30013,"Cascade County, Montana",B19013_001,49913,1616
30015,"Chouteau County, Montana",B19013_001,42298,2436
30017,"Custer County, Montana",B19013_001,52965,4494
30019,"Daniels County, Montana",B19013_001,57440,6159
30021,"Dawson County, Montana",B19013_001,58596,4597
30023,"Deer Lodge County, Montana",B19013_001,41820,2548
30025,"Fallon County, Montana",B19013_001,64545,8729
30027,"Fergus County, Montana",B19013_001,50540,4972
30029,"Flathead County, Montana",B19013_001,56182,2573
30031,"Gallatin County, Montana",B19013_001,66397,2238
30033,"Garfield County, Montana",B19013_001,42000,6542
30035,"Glacier County, Montana",B19013_001,36045,2488
30037,"Golden Valley County, Montana",B19013_001,43875,8120
30039,"Granite County, Montana",B19013_001,49881,5029
30041,"Hill County, Montana",B19013_001,49321,3391
30043,"Jefferson County, Montana",B19013_001,69646,4258
30045,"Judith Basin County, Montana",B19013_001,43661,5371
30047,"Lake County, Montana",B19013_001,48829,2380
30049,"Lewis and Clark County, Montana",B19013_001,65791,2949
30051,"Liberty County, Montana",B19013_001,44875,5904
30053,"Lincoln County, Montana",B19013_001,40140,2825
30055,"McCone County, Montana",B19013_001,49701,8951
30057,"Madison County, Montana",B19013_001,54107,3648
30059,"Meagher County, Montana",B19013_001,46607,4741
30061,"Mineral County, Montana",B19013_001,41705,2875
30063,"Missoula County, Montana",B19013_001,54062,2037
30065,"Musselshell County, Montana",B19013_001,43274,6238
30067,"Park County, Montana",B19013_001,53068,4601
30069,"Petroleum County, Montana",B19013_001,51250,25123
30071,"Phillips County, Montana",B19013_001,46212,3346
30073,"Pondera County, Montana",B19013_001,51151,5815
30075,"Powder River County, Montana",B19013_001,54427,5552
30077,"Powell County, Montana",B19013_001,54667,5187
30079,"Prairie County, Montana",B19013_001,43625,5807
30081,"Ravalli County, Montana",B19013_001,53054,2349
30083,"Richland County, Montana",B19013_001,67205,5590
30085,"Roosevelt County, Montana",B19013_001,43194,3908
30087,"Rosebud County, Montana",B19013_001,57992,4160
30089,"Sanders County, Montana",B19013_001,40823,2801
30091,"Sheridan County, Montana",B19013_001,55521,5472
30093,"Silver Bow County, Montana",B19013_001,45718,3069
30095,"Stillwater County, Montana",B19013_001,64645,3961
30097,"Sweet Grass County, Montana",B19013_001,49886,6230
30099,"Teton County, Montana",B19013_001,55000,3985
30101,"Toole County, Montana",B19013_001,50721,6089
30103,"Treasure County, Montana",B19013_001,43047,5150
30105,"Valley County, Montana",B19013_001,53162,4838
30107,"Wheatland County, Montana",B19013_001,39655,5457
30109,"Wibaux County, Montana",B19013_001,53958,9006
30111,"Yellowstone County, Montana",B19013_001,61264,1274
31001,"Adams County, Nebraska",B19013_001,53023,2547
31003,"Antelope County, Nebraska",B19013_001,49912,2871
31005,"Arthur County, Nebraska",B19013_001,42813,4406
31007,"Banner County, Nebraska",B19013_001,51750,8552
31009,"Blaine County, Nebraska",B19013_001,51094,6447
31011,"Boone County, Nebraska",B19013_001,54979,4116
31013,"Box Butte County, Nebraska",B19013_001,54004,7401
31015,"Boyd County, Nebraska",B19013_001,47778,9432
31017,"Brown County, Nebraska",B19013_001,43098,7472
31019,"Buffalo County, Nebraska",B19013_001,59431,2523
31021,"Burt County, Nebraska",B19013_001,54203,3863
31023,"Butler County, Nebraska",B19013_001,58979,5218
31025,"Cass County, Nebraska",B19013_001,71846,2974
31027,"Cedar County, Nebraska",B19013_001,61869,2475
31029,"Chase County, Nebraska",B19013_001,57009,3530
31031,"Cherry County, Nebraska",B19013_001,56651,4893
31033,"Cheyenne County, Nebraska",B19013_001,53871,2632
31035,"Clay County, Nebraska",B19013_001,57173,3944
31037,"Colfax County, Nebraska",B19013_001,58872,8513
31039,"Cuming County, Nebraska",B19013_001,56768,4617
31041,"Custer County, Nebraska",B19013_001,52184,3474
31043,"Dakota County, Nebraska",B19013_001,59231,4148
31045,"Dawes County, Nebraska",B19013_001,50750,5335
31047,"Dawson County, Nebraska",B19013_001,53721,2699
31049,"Deuel County, Nebraska",B19013_001,47287,2578
31051,"Dixon County, Nebraska",B19013_001,56905,3812
31053,"Dodge County, Nebraska",B19013_001,54085,2510
31055,"Douglas County, Nebraska",B19013_001,64629,784
31057,"Dundy County, Nebraska",B19013_001,41716,4099
31059,"Fillmore County, Nebraska",B19013_001,60313,5832
31061,"Franklin County, Nebraska",B19013_001,49282,2878
31063,"Frontier County, Nebraska",B19013_001,54659,4213
31065,"Furnas County, Nebraska",B19013_001,48838,1929
31067,"Gage County, Nebraska",B19013_001,53110,2341
31069,"Garden County, Nebraska",B19013_001,43750,3764
31071,"Garfield County, Nebraska",B19013_001,53000,5763
31073,"Gosper County, Nebraska",B19013_001,64053,3355
31075,"Grant County, Nebraska",B19013_001,46500,9330
31077,"Greeley County, Nebraska",B19013_001,47869,2860
31079,"Hall County, Nebraska",B19013_001,57104,2147
31081,"Hamilton County, Nebraska",B19013_001,64210,4075
31083,"Harlan County, Nebraska",B19013_001,49835,4377
31085,"Hayes County, Nebraska",B19013_001,51726,5827
31087,"Hitchcock County, Nebraska",B19013_001,49962,5597
31089,"Holt County, Nebraska",B19013_001,60387,2930
31091,"Hooker County, Nebraska",B19013_001,41125,10416
31093,"Howard County, Nebraska",B19013_001,59348,6095
31095,"Jefferson County, Nebraska",B19013_001,44510,5432
31097,"Johnson County, Nebraska",B19013_001,54712,6648
31099,"Kearney County, Nebraska",B19013_001,60266,8497
31101,"Keith County, Nebraska",B19013_001,50735,2974
31103,"Keya Paha County, Nebraska",B19013_001,56500,10371
31105,"Kimball County, Nebraska",B19013_001,53403,6322
31107,"Knox County, Nebraska",B19013_001,52332,2535
31109,"Lancaster County, Nebraska",B19013_001,60527,954
31111,"Lincoln County, Nebraska",B19013_001,59795,2466
31113,"Logan County, Nebraska",B19013_001,52708,11734
31115,"Loup County, Nebraska",B19013_001,51000,13419
31117,"McPherson County, Nebraska",B19013_001,48125,7773
31119,"Madison County, Nebraska",B19013_001,53188,2351
31121,"Merrick County, Nebraska",B19013_001,55649,4945
31123,"Morrill County, Nebraska",B19013_001,46194,2956
31125,"Nance County, Nebraska",B19013_001,49032,4353
31127,"Nemaha County, Nebraska",B19013_001,51828,5877
31129,"Nuckolls County, Nebraska",B19013_001,43388,5128
31131,"Otoe County, Nebraska",B19013_001,59167,2876
31133,"Pawnee County, Nebraska",B19013_001,46452,3865
31135,"Perkins County, Nebraska",B19013_001,65543,5212
31137,"Phelps County, Nebraska",B19013_001,59040,4526
31139,"Pierce County, Nebraska",B19013_001,64511,6663
31141,"Platte County, Nebraska",B19013_001,62305,3435
31143,"Polk County, Nebraska",B19013_001,67719,5941
31145,"Red Willow County, Nebraska",B19013_001,48808,3503
31147,"Richardson County, Nebraska",B19013_001,47917,4016
31149,"Rock County, Nebraska",B19013_001,56250,13635
31151,"Saline County, Nebraska",B19013_001,51502,4708
31153,"Sarpy County, Nebraska",B19013_001,82032,1552
31155,"Saunders County, Nebraska",B19013_001,68682,4302
31157,"Scotts Bluff County, Nebraska",B19013_001,49745,1994
31159,"Seward County, Nebraska",B19013_001,70389,2819
31161,"Sheridan County, Nebraska",B19013_001,45371,3295
31163,"Sherman County, Nebraska",B19013_001,50781,5288
31165,"Sioux County, Nebraska",B19013_001,48269,6525
31167,"Stanton County, Nebraska",B19013_001,63986,4945
31169,"Thayer County, Nebraska",B19013_001,51821,2655
31171,"Thomas County, Nebraska",B19013_001,59432,24245
31173,"Thurston County, Nebraska",B19013_001,51034,2708
31175,"Valley County, Nebraska",B19013_001,55324,5871
31177,"Washington County, Nebraska",B19013_001,71430,4082
31179,"Wayne County, Nebraska",B19013_001,56456,7774
31181,"Webster County, Nebraska",B19013_001,46188,6001
31183,"Wheeler County, Nebraska",B19013_001,51591,3343
31185,"York County, Nebraska",B19013_001,60298,3212
32001,"Churchill County, Nevada",B19013_001,57824,5634
32003,"Clark County, Nevada",B19013_001,59340,538
32005,"Douglas County, Nevada",B19013_001,66810,3442
32007,"Elko County, Nevada",B19013_001,81232,5301
32009,"Esmeralda County, Nevada",B19013_001,37375,8060
32011,"Eureka County, Nevada",B19013_001,67105,22696
32013,"Humboldt County, Nevada",B19013_001,67756,5951
32015,"Lander County, Nevada",B19013_001,88030,21398
32017,"Lincoln County, Nevada",B19013_001,58462,6701
32019,"Lyon County, Nevada",B19013_001,56875,2597
32021,"Mineral County, Nevada",B19013_001,35806,5400
32023,"Nye County, Nevada",B19013_001,47300,3233
32027,"Pershing County, Nevada",B19013_001,50491,8390
32029,"Storey County, Nevada",B19013_001,66292,8678
32031,"Washoe County, Nevada",B19013_001,64791,727
32033,"White Pine County, Nevada",B19013_001,60827,4540
32510,"Carson City, Nevada",B19013_001,55718,2218
33001,"Belknap County, New Hampshire",B19013_001,69447,4219
33003,"Carroll County, New Hampshire",B19013_001,63153,2621
33005,"Cheshire County, New Hampshire",B19013_001,64751,1891
33007,"Coos County, New Hampshire",B19013_001,47117,2095
33009,"Grafton County, New Hampshire",B19013_001,63389,2351
33011,"Hillsborough County, New Hampshire",B19013_001,81460,948
33013,"Merrimack County, New Hampshire",B19013_001,75737,1965
33015,"Rockingham County, New Hampshire",B19013_001,93756,1893
33017,"Strafford County, New Hampshire",B19013_001,72960,2432
33019,"Sullivan County, New Hampshire",B19013_001,61312,3679
34001,"Atlantic County, New Jersey",B19013_001,62110,1537
34003,"Bergen County, New Jersey",B19013_001,101144,1300
34005,"Burlington County, New Jersey",B19013_001,87416,1221
34007,"Camden County, New Jersey",B19013_001,70451,1204
34009,"Cape May County, New Jersey",B19013_001,67074,2716
34011,"Cumberland County, New Jersey",B19013_001,54149,1622
34013,"Essex County, New Jersey",B19013_001,61510,1035
34015,"Gloucester County, New Jersey",B19013_001,87283,1857
34017,"Hudson County, New Jersey",B19013_001,71189,1089
34019,"Hunterdon County, New Jersey",B19013_001,115379,2319
34021,"Mercer County, New Jersey",B19013_001,81057,1626
34023,"Middlesex County, New Jersey",B19013_001,89533,1177
34025,"Monmouth County, New Jersey",B19013_001,99733,1072
34027,"Morris County, New Jersey",B19013_001,115527,1813
34029,"Ocean County, New Jersey",B19013_001,70909,873
34031,"Passaic County, New Jersey",B19013_001,69688,1424
34033,"Salem County, New Jersey",B19013_001,66842,2833
34035,"Somerset County, New Jersey",B19013_001,113611,2184
34037,"Sussex County, New Jersey",B19013_001,94520,2230
34039,"Union County, New Jersey",B19013_001,80198,1380
34041,"Warren County, New Jersey",B19013_001,81307,2239
35001,"Bernalillo County, New Mexico",B19013_001,53329,765
35003,"Catron County, New Mexico",B19013_001,41910,5809
35005,"Chaves County, New Mexico",B19013_001,43359,2155
35006,"Cibola County, New Mexico",B19013_001,39413,3522
35007,"Colfax County, New Mexico",B19013_001,36302,4075
35009,"Curry County, New Mexico",B19013_001,45092,2676
35011,"De Baca County, New Mexico",B19013_001,31625,4756
35013,"Doña Ana County, New Mexico",B19013_001,40973,1947
35015,"Eddy County, New Mexico",B19013_001,65328,3613
35017,"Grant County, New Mexico",B19013_001,37843,4507
35019,"Guadalupe County, New Mexico",B19013_001,24798,5678
35021,"Harding County, New Mexico",B19013_001,29375,5700
35023,"Hidalgo County, New Mexico",B19013_001,42526,9509
35025,"Lea County, New Mexico",B19013_001,60546,2950
35027,"Lincoln County, New Mexico",B19013_001,46216,7003
35028,"Los Alamos County, New Mexico",B19013_001,121324,4613
35029,"Luna County, New Mexico",B19013_001,29360,1783
35031,"McKinley County, New Mexico",B19013_001,33834,1536
35033,"Mora County, New Mexico",B19013_001,28446,9831
35035,"Otero County, New Mexico",B19013_001,41988,1745
35037,"Quay County, New Mexico",B19013_001,29035,2165
35039,"Rio Arriba County, New Mexico",B19013_001,39952,2593
35041,"Roosevelt County, New Mexico",B19013_001,42702,4047
35043,"Sandoval County, New Mexico",B19013_001,63802,1918
35045,"San Juan County, New Mexico",B19013_001,50518,1562
35047,"San Miguel County, New Mexico",B19013_001,30946,2179
35049,"Santa Fe County, New Mexico",B19013_001,61200,1600
35051,"Sierra County, New Mexico",B19013_001,29755,2574
35053,"Socorro County, New Mexico",B19013_001,42083,3749
35055,"Taos County, New Mexico",B19013_001,38329,3996
35057,"Torrance County, New Mexico",B19013_001,36120,3536
35059,"Union County, New Mexico",B19013_001,35884,5089
35061,"Valencia County, New Mexico",B19013_001,48945,1475
36001,"Albany County, New York",B19013_001,66252,1431
36003,"Allegany County, New York",B19013_001,48412,1419
36005,"Bronx County, New York",B19013_001,40088,526
36007,"Broome County, New York",B19013_001,52226,1460
36009,"Cattaraugus County, New York",B19013_001,48703,1620
36011,"Cayuga County, New York",B19013_001,58377,1860
36013,"Chautauqua County, New York",B19013_001,46820,1192
36015,"Chemung County, New York",B19013_001,54940,2058
36017,"Chenango County, New York",B19013_001,52002,2146
36019,"Clinton County, New York",B19013_001,56365,1585
36021,"Columbia County, New York",B19013_001,66787,2129
36023,"Cortland County, New York",B19013_001,56023,1867
36025,"Delaware County, New York",B19013_001,49544,2495
36027,"Dutchess County, New York",B19013_001,81219,1464
36029,"Erie County, New York",B19013_001,58121,701
36031,"Essex County, New York",B19013_001,56763,1895
36033,"Franklin County, New York",B19013_001,50407,2230
36035,"Fulton County, New York",B19013_001,50482,2194
36037,"Genesee County, New York",B19013_001,60524,2085
36039,"Greene County, New York",B19013_001,53601,1989
36041,"Hamilton County, New York",B19013_001,58675,2741
36043,"Herkimer County, New York",B19013_001,54646,1772
36045,"Jefferson County, New York",B19013_001,52685,1357
36047,"Kings County, New York",B19013_001,60231,637
36049,"Lewis County, New York",B19013_001,54524,1778
36051,"Livingston County, New York",B19013_001,59510,2388
36053,"Madison County, New York",B19013_001,61633,1984
36055,"Monroe County, New York",B19013_001,60075,657
36057,"Montgomery County, New York",B19013_001,49462,2159
36059,"Nassau County, New York",B19013_001,116100,1093
36061,"New York County, New York",B19013_001,86553,987
36063,"Niagara County, New York",B19013_001,55522,1262
36065,"Oneida County, New York",B19013_001,56027,1050
36067,"Onondaga County, New York",B19013_001,61359,834
36069,"Ontario County, New York",B19013_001,64944,1552
36071,"Orange County, New York",B19013_001,79944,1449
36073,"Orleans County, New York",B19013_001,52620,1737
36075,"Oswego County, New York",B19013_001,55967,1566
36077,"Otsego County, New York",B19013_001,54028,1607
36079,"Putnam County, New York",B19013_001,104486,3292
36081,"Queens County, New York",B19013_001,68666,629
36083,"Rensselaer County, New York",B19013_001,68991,1561
36085,"Richmond County, New York",B19013_001,82783,1795
36087,"Rockland County, New York",B19013_001,93024,2097
36089,"St. Lawrence County, New York",B19013_001,50940,1535
36091,"Saratoga County, New York",B19013_001,84291,1506
36093,"Schenectady County, New York",B19013_001,65499,1957
36095,"Schoharie County, New York",B19013_001,57714,2408
36097,"Schuyler County, New York",B19013_001,52327,3630
36099,"Seneca County, New York",B19013_001,54545,1638
36101,"Steuben County, New York",B19013_001,53663,1101
36103,"Suffolk County, New York",B19013_001,101031,1050
36105,"Sullivan County, New York",B19013_001,57426,2943
36107,"Tioga County, New York",B19013_001,62999,1954
36109,"Tompkins County, New York",B19013_001,60240,1981
36111,"Ulster County, New York",B19013_001,64304,1347
36113,"Warren County, New York",B19013_001,61024,2029
36115,"Washington County, New York",B19013_001,57258,3040
36117,"Wayne County, New York",B19013_001,59449,1788
36119,"Westchester County, New York",B19013_001,96610,1221
36121,"Wyoming County, New York",B19013_001,58052,2436
36123,"Yates County, New York",B19013_001,56563,2764
37001,"Alamance County, North Carolina",B19013_001,49688,1485
37003,"Alexander County, North Carolina",B19013_001,48756,2452
37005,"Alleghany County, North Carolina",B19013_001,37830,3571
37007,"Anson County, North Carolina",B19013_001,40213,3750
37009,"Ashe County, North Carolina",B19013_001,40962,2627
37011,"Avery County, North Carolina",B19013_001,40340,3613
37013,"Beaufort County, North Carolina",B19013_001,45212,4100
37015,"Bertie County, North Carolina",B19013_001,35527,2262
37017,"Bladen County, North Carolina",B19013_001,36173,3441
37019,"Brunswick County, North Carolina",B19013_001,58236,1634
37021,"Buncombe County, North Carolina",B19013_001,52207,1072
37023,"Burke County, North Carolina",B19013_001,44557,1633
37025,"Cabarrus County, North Carolina",B19013_001,67328,1932
37027,"Caldwell County, North Carolina",B19013_001,44511,1467
37029,"Camden County, North Carolina",B19013_001,64572,6042
37031,"Carteret County, North Carolina",B19013_001,57194,2086
37033,"Caswell County, North Carolina",B19013_001,45733,3301
37035,"Catawba County, North Carolina",B19013_001,52056,1293
37037,"Chatham County, North Carolina",B19013_001,67031,2974
37039,"Cherokee County, North Carolina",B19013_001,41438,2426
37041,"Chowan County, North Carolina",B19013_001,46519,4461
37043,"Clay County, North Carolina",B19013_001,42222,6192
37045,"Cleveland County, North Carolina",B19013_001,42247,1453
37047,"Columbus County, North Carolina",B19013_001,37628,2251
37049,"Craven County, North Carolina",B19013_001,52687,1545
37051,"Cumberland County, North Carolina",B19013_001,46875,771
37053,"Currituck County, North Carolina",B19013_001,69964,4684
37055,"Dare County, North Carolina",B19013_001,59381,3316
37057,"Davidson County, North Carolina",B19013_001,49546,1436
37059,"Davie County, North Carolina",B19013_001,60434,3243
37061,"Duplin County, North Carolina",B19013_001,41764,2136
37063,"Durham County, North Carolina",B19013_001,60958,1645
37065,"Edgecombe County, North Carolina",B19013_001,36866,1916
37067,"Forsyth County, North Carolina",B19013_001,51569,924
37069,"Franklin County, North Carolina",B19013_001,55193,2457
37071,"Gaston County, North Carolina",B19013_001,52835,994
37073,"Gates County, North Carolina",B19013_001,50750,7309
37075,"Graham County, North Carolina",B19013_001,39571,6900
37077,"Granville County, North Carolina",B19013_001,55856,3116
37079,"Greene County, North Carolina",B19013_001,39837,3130
37081,"Guilford County, North Carolina",B19013_001,53261,725
37083,"Halifax County, North Carolina",B19013_001,35502,1818
37085,"Harnett County, North Carolina",B19013_001,53554,1090
37087,"Haywood County, North Carolina",B19013_001,51659,2104
37089,"Henderson County, North Carolina",B19013_001,55945,1896
37091,"Hertford County, North Carolina",B19013_001,41028,2232
37093,"Hoke County, North Carolina",B19013_001,48072,1670
37095,"Hyde County, North Carolina",B19013_001,39663,6942
37097,"Iredell County, North Carolina",B19013_001,60955,1578
37099,"Jackson County, North Carolina",B19013_001,47252,3647
37101,"Johnston County, North Carolina",B19013_001,59865,1752
37103,"Jones County, North Carolina",B19013_001,38158,5628
37105,"Lee County, North Carolina",B19013_001,49994,2504
37107,"Lenoir County, North Carolina",B19013_001,39402,2060
37109,"Lincoln County, North Carolina",B19013_001,57536,2941
37111,"McDowell County, North Carolina",B19013_001,43646,2858
37113,"Macon County, North Carolina",B19013_001,45507,2267
37115,"Madison County, North Carolina",B19013_001,45873,3607
37117,"Martin County, North Carolina",B19013_001,40090,2822
37119,"Mecklenburg County, North Carolina",B19013_001,66641,899
37121,"Mitchell County, North Carolina",B19013_001,46103,3761
37123,"Montgomery County, North Carolina",B19013_001,44146,4539
37125,"Moore County, North Carolina",B19013_001,59963,2199
37127,"Nash County, North Carolina",B19013_001,49537,2067
37129,"New Hanover County, North Carolina",B19013_001,54891,1266
37131,"Northampton County, North Carolina",B19013_001,37146,1915
37133,"Onslow County, North Carolina",B19013_001,50278,1533
37135,"Orange County, North Carolina",B19013_001,71723,2633
37137,"Pamlico County, North Carolina",B19013_001,46728,3553
37139,"Pasquotank County, North Carolina",B19013_001,50558,2211
37141,"Pender County, North Carolina",B19013_001,57240,2805
37143,"Perquimans County, North Carolina",B19013_001,47162,3990
37145,"Person County, North Carolina",B19013_001,51020,2938
37147,"Pitt County, North Carolina",B19013_001,47437,1940
37149,"Polk County, North Carolina",B19013_001,48787,3356
37151,"Randolph County, North Carolina",B19013_001,47288,1253
37153,"Richmond County, North Carolina",B19013_001,36148,2885
37155,"Robeson County, North Carolina",B19013_001,34976,897
37157,"Rockingham County, North Carolina",B19013_001,43579,1195
37159,"Rowan County, North Carolina",B19013_001,49842,1831
37161,"Rutherford County, North Carolina",B19013_001,42608,1633
37163,"Sampson County, North Carolina",B19013_001,42151,1630
37165,"Scotland County, North Carolina",B19013_001,37238,2139
37167,"Stanly County, North Carolina",B19013_001,52623,1740
37169,"Stokes County, North Carolina",B19013_001,48054,2622
37171,"Surry County, North Carolina",B19013_001,43597,1779
37173,"Swain County, North Carolina",B19013_001,39317,3821
37175,"Transylvania County, North Carolina",B19013_001,50212,3624
37177,"Tyrrell County, North Carolina",B19013_001,35300,7576
37179,"Union County, North Carolina",B19013_001,80033,1581
37181,"Vance County, North Carolina",B19013_001,40529,2098
37183,"Wake County, North Carolina",B19013_001,80591,822
37185,"Warren County, North Carolina",B19013_001,36466,2306
37187,"Washington County, North Carolina",B19013_001,35979,5671
37189,"Watauga County, North Carolina",B19013_001,47526,2387
37191,"Wayne County, North Carolina",B19013_001,44416,1980
37193,"Wilkes County, North Carolina",B19013_001,44107,2135
37195,"Wilson County, North Carolina",B19013_001,43877,1694
37197,"Yadkin County, North Carolina",B19013_001,44682,2496
37199,"Yancey County, North Carolina",B19013_001,42222,2748
38001,"Adams County, North Dakota",B19013_001,56681,7493
38003,"Barnes County, North Dakota",B19013_001,58365,6566
38005,"Benson County, North Dakota",B19013_001,47667,2998
38007,"Billings County, North Dakota",B19013_001,75208,21732
38009,"Bottineau County, North Dakota",B19013_001,60381,4308
38011,"Bowman County, North Dakota",B19013_001,62442,5601
38013,"Burke County, North Dakota",B19013_001,77232,6119
38015,"Burleigh County, North Dakota",B19013_001,71524,1646
38017,"Cass County, North Dakota",B19013_001,64482,1597
38019,"Cavalier County, North Dakota",B19013_001,64798,6527
38021,"Dickey County, North Dakota",B19013_001,65492,4581
38023,"Divide County, North Dakota",B19013_001,62865,9586
38025,"Dunn County, North Dakota",B19013_001,76719,14961
38027,"Eddy County, North Dakota",B19013_001,54868,7558
38029,"Emmons County, North Dakota",B19013_001,55902,3003
38031,"Foster County, North Dakota",B19013_001,61425,5360
38033,"Golden Valley County, North Dakota",B19013_001,58690,10183
38035,"Grand Forks County, North Dakota",B19013_001,54051,1951
38037,"Grant County, North Dakota",B19013_001,50938,7867
38039,"Griggs County, North Dakota",B19013_001,53565,6972
38041,"Hettinger County, North Dakota",B19013_001,60164,3607
38043,"Kidder County, North Dakota",B19013_001,54643,8077
38045,"LaMoure County, North Dakota",B19013_001,60806,6195
38047,"Logan County, North Dakota",B19013_001,59375,7328
38049,"McHenry County, North Dakota",B19013_001,64179,3027
38051,"McIntosh County, North Dakota",B19013_001,52587,3768
38053,"McKenzie County, North Dakota",B19013_001,77845,9537
38055,"McLean County, North Dakota",B19013_001,68529,3443
38057,"Mercer County, North Dakota",B19013_001,82181,6306
38059,"Morton County, North Dakota",B19013_001,70556,4106
38061,"Mountrail County, North Dakota",B19013_001,72147,4537
38063,"Nelson County, North Dakota",B19013_001,52039,5928
38065,"Oliver County, North Dakota",B19013_001,78929,5815
38067,"Pembina County, North Dakota",B19013_001,64549,3415
38069,"Pierce County, North Dakota",B19013_001,55660,6859
38071,"Ramsey County, North Dakota",B19013_001,58910,5943
38073,"Ransom County, North Dakota",B19013_001,63903,5063
38075,"Renville County, North Dakota",B19013_001,73182,9671
38077,"Richland County, North Dakota",B19013_001,61371,3616
38079,"Rolette County, North Dakota",B19013_001,43158,3990
38081,"Sargent County, North Dakota",B19013_001,63073,4201
38083,"Sheridan County, North Dakota",B19013_001,51055,4477
38085,"Sioux County, North Dakota",B19013_001,38939,3927
38087,"Slope County, North Dakota",B19013_001,63611,8807
38089,"Stark County, North Dakota",B19013_001,72045,3943
38091,"Steele County, North Dakota",B19013_001,70724,5504
38093,"Stutsman County, North Dakota",B19013_001,57674,2781
38095,"Towner County, North Dakota",B19013_001,52300,8221
38097,"Traill County, North Dakota",B19013_001,64453,2375
